tweet_id	user_id	text	created_at	label
640370485503528960	1549667538	The doctor just prescribed me with some lean 😀	2015-09-06 03:46:35	1
646225993758191616	118281788	RT @Advil: me as soon as the clock strikes 12 on October 1st http://t.co/GVwgO3StCU	2015-09-22 07:34:17	0
646871647270666240	20258165	"RT @jasonkotenko: My idea for a solution to the ""Daraprim Problem"" (price gouging in the generic drug market): http://t.co/2DNTwS1OJI"	2015-09-24 02:19:53	1
649017664174592001	933758694	"I heard my mom come in the backround saying ""it's ok, ponle Vicks"" 😒"	2015-09-30 00:27:23	0
651613676458274816	1146658867	@4eyezNDspam haha ugh so true. The struggle of finding a Nina for my baby. Ambien better not slobber on my baby! But thank you😊	2015-10-07 04:23:01	0
651943880158519296	61369512	RT @ladygaga: I'm too excited I need an inhaler and sedative drip🎈🔫 #AHSHotel @MrRPMurphy	2015-10-08 02:15:08	1
652645805195661313	224266113	Hello animated clone wars borrowing heavily from Retin of the Jedi script.	2015-10-10 00:44:20	0
654994799678877696	25726490	#rx #drugs Tramadol HCL Safety And Potency Past Expiration Date http://t.co/7KXi6jTp8E	2015-10-16 12:18:24	1
655258721078128640	2653940470	@_karinavitela take tum tums	2015-10-17 05:47:07	1
658047681617465345	3826905794	RT @PCRMedicine: It's recommended that women #ttc start taking folic acid 2 to 3 months prior to #conception. https://t.co/Qm7z1zAkj8 #PCRM	2015-10-24 22:29:27	1
660896541926932481	17694056	Did you know a solution of cocaine is actually the best thing to prevent facial scarring and also for pain relief?	2015-11-01 19:09:49	1
660952757948588033	275248594	@2KelAMockingbrd clove is an analgesic - use essential oil for toothaches or bug bites and it works so well! It does make me drool tho...	2015-11-01 22:53:12	1
661942266731167745	253312240	What should I know about #sodium nitrate before taking it? - Nutritive Agent - Sharecare https://t.co/8VP3v6AXFI	2015-11-04 16:25:09	0
664978519382888448	2729241191	Additional intake of specific nutrients during pregnancy such as folic acid, Vitamin C, calcium and iron.	2015-11-13 01:30:08	0
666295379286056960	231104880	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""Now also available in... https://t.co/EvXWnjWkVj"	2015-11-16 16:42:52	1
666772040372785153	231104880	If you deal with chronic pain you should read this;https://t.co/35afuPjYVZArnica and Hemp... https://t.co/YjkgWPeTqw	2015-11-18 00:16:57	1
669367233794052096	231104880	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609#arnica... https://t.co/yLWlw2MHSd"	2015-11-25 04:09:19	1
669368304801198080	231104880	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609... https://t.co/HzP1UXKzaU"	2015-11-25 04:13:34	1
669720700677148672	350620700	Delicious chia pudding this morning. I added cinnamon, cardamom, turmeric for a dose of natural anti… https://t.co/9fsidl0ucL	2015-11-26 03:33:52	0
669745197375430657	1454580913	On this thanksgiving, I am thankful for morphine. The hospital provides	2015-11-26 05:11:12	1
670311417371860992	29393121	Heal Thyself First Aid! #GIFT ideas - Lotions + Oils - Traumeel Homeopathic Ointment, Bach Rescue Remedy Spray,... https://t.co/R7sOysF7Hm	2015-11-27 18:41:10	0
671803230335188993	3020647655	@doingababy bloody hell, I had wondered why people keep telling me arnica is great for bruising..?! Xx	2015-12-01 21:29:06	1
673576594636673024	632493133	@ChadJones_ tylenol	2015-12-06 18:55:49	0
679095953941393408	179825324	@pharmacists really wish we could make a better tasting barium sulfate vanilla, berry, and banana are not cutting it #mondaymotivation	2015-12-22 00:27:47	1
681892697188122625	449341656	RT @XANAXDREAMS: she dresses like xanax but fucks like adderall	2015-12-29 17:41:02	0
684925048658898944	23116894	@nscottg B complex vitamins can help with energy and supposedly metabolism. I didn't help me weight wise but it did improve my energy	2016-01-07 02:30:31	1
685991713182236674	2616928944	"Alexis asks ""Has anybody had adderall to help them stay awake?"""	2016-01-10 01:09:04	1
687483724171243520	1860661500	Lots of riboflavin. 😂	2016-01-14 03:57:47	0
689143153136369664	15810715	@simon3862 @HEYDUGGEE it worked better than calpol for the baby's teething pain! A-woof!	2016-01-18 17:51:46	1
693206377095897089	1124261990	Write a recommendation for Ricola® Revitalizing herb drops! #WakeUpYourMouth #swissherbs #sponsored https://t.co/zHvIwJOVF3	2016-01-29 22:57:34	1
694612071271567360	37387830	Peanut update: They took Nate off sedation yesterday and off the ventilator today. He is awake but sleepy. Baby steps make a big difference💙	2016-02-02 20:03:17	1
695186321053130754	525208944	NEW POST! Solving #hair thinning issues with @NioxinProducts Diaboost - the hair booster!https://t.co/JgmhBxFH13 https://t.co/KXXqRwtSJU	2016-02-04 10:05:09	1
696822064347537409	2308954844	@joshxoldfield @zacxmahrouche WOW SOMEONE GET ME SOME ALOE VERA	2016-02-08 22:25:01	0
697621980066017280	2557682928	RT @seroquel: i hate when i am having a bad day and everyone takes it personally, like no i hate myself, not you	2016-02-11 03:23:35	0
697974476152008704	3237143043	@joeIezra omg its the lil line of hair going down people's tums its The Best	2016-02-12 02:44:17	0
701137004067745798	23024519	@PatOu_1995 @Advil I just followed him 👌😎😍	2016-02-20 20:11:02	0
710966945055543296	302765767	Anyone at @c2e2 have some Afrin? Have to do @NPRAskMeAnother show at 7:30pm and suffering. Help a host out!	2016-03-18 23:11:43	1
711206239825485826	414073002	Get better and stronger hair by supplementing in #vitaminD and #vitaminB12! (via @PulseNigeria247) https://t.co/2vnbHmXeK2	2016-03-19 15:02:35	1
711762436613738496	2929198862	@HighBoyAG drink hella water and make sure you're giving out that vitamin D!	2016-03-21 03:52:43	0
711840470079504385	1257761390	"RT @Advil: a drunk white dude just came up to me and says ""you know who you look like????? do you know zayn??? you look like zayn. """	2016-03-21 09:02:48	0
711856214666297344	414073002	Getting enough #VitaminD is essential whilst you are pregnant for the baby’s skeletal growth (via @DailyMirror) https://t.co/dD5Akr8xjd	2016-03-21 10:05:21	0
712750469450366976	20406312	@laureningram do you use arnica ointment on bruises? I find it heals them very quickly.	2016-03-23 21:18:48	1
713041664688787456	4828077034	@jrdnmps @SlavojPeezek I've typed bisphosphonate liposomal at least 100 times this week and it pissed off a lot of my coworkers *flips hair*	2016-03-24 16:35:55	1
713930009539256320	710164740153221121	RT @NiggaCommentary: THEY GAVE THE BIRDS LAXATIVES LMAO😂😂https://t.co/4CMdmOcXlo	2016-03-27 03:25:53	1
717556116910047232	169875592	RT @D_Waller18: Frank Ocean x Novacane will forever be a classic	2016-04-06 03:34:44	0
717724572485820416	414073002	RT @katrinderPR: .@BetterYou_Ltd #vitaminD oral spray could help heart health https://t.co/DVfMFXUukV	2016-04-06 14:44:07	1
719658350414135296	1357311444	They hooked on that vitamin D 😂😂😂😂😂😂😂😂😂😂😂👀 https://t.co/TYI1DVB8EL	2016-04-11 22:48:16	0
721710685961527296	402233419	Went to the hospital &amp; they prescribed me so many perks💊	2016-04-17 14:43:30	1
722293336397053952	362655140	RT @Advil: why this looks like ted cruz in drag https://t.co/tHbKLwr134	2016-04-19 05:18:45	0
724439217233747968	39633585	Ready... Can't wait for my baby to come home 😩😩😩 #prayers #TLC #comfortfood #arnica #kisses https://t.co/dEHYro49VG	2016-04-25 03:25:43	1
724850563377205249	76826420	@The_Ashanka I would accept that!  Two hours and nothing.  Gonna take some advil and hope that does something.	2016-04-26 06:40:16	1
727260828030869505	123282426	What’s your go-to Ricola® drop when allergy symptoms hold you back? #swissherbs #sponsored https://t.co/17ZlwfhXop	2016-05-02 22:17:47	1
728949958871633920	3507760932	With sandalwood working as an antiseptic, astringent, and softening agent; tumeric working as an… https://t.co/BA8d8lBRZz	2016-05-07 14:09:48	0
729491459708162048	2287485296	@ReaverBait At 24wks &amp; younger it is standard medical practice in US to abort via D&amp;E. At 25wks+ they use digoxin followed by still birth.	2016-05-09 02:01:31	1
730431338952564736	40889695	Reduce wrinkles and repair sun damaged skin without the harsh side effects of a retinoid prescription product &gt; https://t.co/dcIZjfWqxN	2016-05-11 16:16:16	1
733765555186962432	78951073	Anyone have any recommendations for pain relief when having a kidney infection? Seeing as your not actually allowed to take painkillers	2016-05-20 21:05:15	1
736066261424046088	1112171390	Aloe Vera is my best friend rn	2016-05-27 05:27:26	0
736265500863369216	2349928272	Final bits...arnica, popcorn, coconut water, lavender, essential oil burner, clary sage, massage oil, affirmations.… https://t.co/UfRJcmytoR	2016-05-27 18:39:09	1
737130107349962753	345056330	I need some aloe my legs &amp; belly are on fire !!!😩	2016-05-30 03:54:47	0
737286407316602881	69057175	ok aloe is my best friend	2016-05-30 14:15:52	0
741270300311048192	222673441	Wondered why my eyebrows were growing so fast in between threadings &amp; realized my hair has too 😳 thanks biotin!!	2016-06-10 14:06:26	1
743128835915292672	2985378649	Got our Vicks humidifier on to help the both of us with our stuffy and runny nose.	2016-06-15 17:11:35	0
743331946478993408	628659918	RT @donut_likeyou: novacane babyyy	2016-06-16 06:38:41	0
750111270867759105	384890819	I wanna pour a bottle of peroxide in both of my eyes	2016-07-04 23:37:18	1
753945786228944896	442934291	29 Surprising Uses For Hydrogen Peroxide #TheAltDaily https://t.co/fdwsd5XoMw	2016-07-15 13:34:17	1
757336236814139393	557720042	"Tristan says ""That ""olay gel"" stuff makes your sunburn feel better."" He was talking about Aloe Vera Gel 😂😂"	2016-07-24 22:06:44	0
757642380350672896	368374295	Just remembered Sunday morning  I sang novacane in the car with the top down at the top of my lungs drunk &amp; high af 😂	2016-07-25 18:23:14	0
757819339403767808	41464007	@chelsbaae Melaluca oil!!! lol mines was completely gone in two days 👏🏼	2016-07-26 06:06:24	0
759568959821586432	2474753641	RT @ashley_worceste: So thankful @SunflowerKenz brought me Magnesium oil today &amp; saved my life. 🌻💕	2016-07-31 01:58:46	1
765046622782971904	349338716	Most of what you’ve read about vitamin D isn’t true. #vitaminD https://t.co/e1uwXhnhkC https://t.co/S6pklotQQD	2016-08-15 04:45:03	0
765215773207982080	50466068	Idk y my bf keeps pissing me off, I take out food for him every single day I can easily slip some laxatives in there nothing too serious	2016-08-15 15:57:12	1
765846545900199936	60622943	Arnica is MAGICAL	2016-08-17 09:43:39	1
766010941125169152	19041824	@OhEmmeG this is me with no maca root	2016-08-17 20:36:54	1
766443849656832000	119973332	RT @macaronikid: Like 5x more vitamin D, more than double the Omega 3 and 10x more Vitamin E! #ebeggs	2016-08-19 01:17:08	0
766678327478325248	978931344	TyLan is really the highlight of my life 😭💙	2016-08-19 16:48:52	0
768085970893869056	209170403	Don't forget to enter the Lasinoh competition, there are some lovely prizes including our Rainbow Muslins. https://t.co/jUv1C5UTtC	2016-08-23 14:02:20	1
768211785967136769	170497487	RT @LooperAbby: When you never can get the red flintstone out the bottle	2016-08-23 22:22:17	1
769220264546611201	382815761	@JoeyTiley @1059thex Is that anything like Rogaine?	2016-08-26 17:09:37	1
769386822518595584	183853204	I'm due for a drug increase &amp; recurrent future miscarriages would likely be caused by this, especially if my shrink puts me on Invega	2016-08-27 04:11:27	1
771109745872740352	54273401	RT @SimplySupps: Nearly time for the kids to go #BackToSchool! This #winitwednesday just RT &amp; FLW to win our kids chewable multivits! https…	2016-08-31 22:17:44	1
771227073243340800	3153836755	RT @maya_dancer: #IGetDepressedWhen my serotonin and dopamine levels are out of whack. Not witty, just true.	2016-09-01 06:03:57	0
771551550292369410	551374867	@alexismparks that's good!! No drugs (yet?)? Like pitocin or anything for pain yet?	2016-09-02 03:33:18	1
772275101869846528	1692954978	Hopefully this Dermalogica toner will help with my acne😩	2016-09-04 03:28:27	0
773294866415706113	330126283	Ricola is going to help me grow some herbs &amp; use them everyday! #RicolaCrowd #sponsored https://t.co/rfkQ7hKrr8	2016-09-06 23:00:37	0
773978566874857472	2191378198	Soooo legs bums and tums was my first bit of exercise since I can remember and it's fair to say I am EXTREMELY unfit 🐳	2016-09-08 20:17:24	1
774975754337607680	279371454	Advil , food , and church is the move right now . 😂🤘🏾	2016-09-11 14:19:52	1
778580428429156352	70740386	@sophiecl8 I don't have your number so a twitter convo it is.  How are you feeling?  Ice/ibuprofen last night?	2016-09-21 13:03:34	1
778957655364763648	630609426	@jhezser @mszahorik ashwaganda is an herb made from a root. The other is an amino acid. Sold in health/vitamin shops.	2016-09-22 14:02:32	0
779045697987371008	3000752650	RT @Advil: with brad pitt and angelina jolie divorcing the last power couple remaining is… mr. salt and mrs. pepper. god bless. https://t.c…	2016-09-22 19:52:23	0
779393538324770816	188852875	Mystery solved: Melatonin makes these fish sing at night https://t.co/IgVzniROum	2016-09-23 18:54:34	0
780463356453027841	622951828	Funny some people are Saying Opana is bigger than Johnny... Lol	2016-09-26 17:45:39	0
780466166393212928	456349775	RT @jergarl: Ambien: Where is your unicorn?Me: I don't have a unicorn.A: You better get naked and go into that Arby's and look for it a…	2016-09-26 17:56:49	1
782420941947056130	150976111	@JAtencio92 be bald or use rogaine... hahahahaha	2016-10-02 03:24:23	1
784052712757456896	20476157	@JM_Underwood I once went to a group and someone refused to take doctor prescribed gaviscon because she didn't know the syn value.	2016-10-06 15:28:28	1
784989395426222080	545731974	RT @torilately21: Frank's Novacane still hits for me.	2016-10-09 05:30:30	0
785644724078145536	21394411	Lyrica Sr. shop at Citi Trends. I'm convinced. #LHHH #WAISTTRAINERGATE2016	2016-10-11 00:54:33	0
787239385766866944	226406121	Baby girl just drank almost a whole bottle &amp; is knocked out. Pain meds are kicking in, so hopefully this momma can finally get some sleep.	2016-10-15 10:31:10	1
788124601624637440	1969152360	@hausofdow where do I get clove oil lol!	2016-10-17 21:08:42	0
788190400489979904	38374667	rheumatoid arthritis pain relief natural: Essential Oil Blend for Pain Relief (50 mL) https://t.co/Kr6P33omMW https://t.co/8grZm7Yg3C	2016-10-18 01:30:10	1
788527716924530688	82082339	Bring some Eucerine cream too https://t.co/aBzniW3tG1	2016-10-18 23:50:32	0
789351338920517632	2581887973	"RT @TRYVNS: ""use my dick as a throat lozenge"" hours."	2016-10-21 06:23:19	1
791512085121249280	855574573	RT @juliocesar_314: Y'all but today a white girl said we shouldn't be judged by our melatonin (instead of melanin) like girl what I'm both…	2016-10-27 05:29:21	0
791526814547980288	740308692474548225	😷 nope I can't do all these pills the dr prescribed me . I'm hellllla nauseous . I'm just gonna try to get my iron up the natural way	2016-10-27 06:27:53	0
791544242162196480	1478477322	Y'all that girl said the melatonin in your skin.... I'm dead af	2016-10-27 07:37:08	0
791718177789059076	339420609	@TOLYATHAT vitamin c now	2016-10-27 19:08:17	0
792871032474308608	31336678	"Answered: ""Is it safe to take a digestive enzyme with CKD?"" #HealthTap https://t.co/Qd6dTHJl97"	2016-10-30 23:29:19	1
