0,Scissor Sisters united. @LaughFactory_LB @DanaEagleTweets @funnyhelenhong you are both my Xanax. Love ya!! http://t.co/TnghBw9lYo
0,Aloe is my best friend right now and sunglasses tan lines are not! #CANCUN2014 #1yearanniversary
0,Exposure to #vitaminD in later stages of pregnancy may have an effect on a child's sporting performance. Read more... http://t.co/GoIlszw3qm
0,RT @CoventGardenAcu: Vitamin D Has Been Shown to Dramatically Improve Fertility.#vitaminD #health #fertility #wellbeing #supplements http:…
0,Natural remedies for pain relief...ginger is my favorite. #foodismedicine #naturalpainremedies #ginger… http://t.co/jocRH0ntOY
0,Here what customers are saying about Abiyah Naturals Clove Ginger Balm. Available at… http://t.co/hGncMQQQ1A
0,@AllFor_JayZion @Ermanimommy it must was gon b a tynol
0,RT @nourish_baby: How to use a TENS machine for pain relief in labour http://t.co/9TNIMEDwOL
0,@InspireConvos #Doctor's making profit and patients being harm by #Medical device called #Essure say no #Rwanda take your #Essure #Bayer
0,"@MisterConnor1 chew on a clove, always works."
1,"@Rheagannb prescribed me sum nausea medicine tho, didn't do much for me lol.."
0,"Someone should donate an iPhone 5s case (cute but kinda protective) to the needy, I'm tired of my Pepto-Bismol lifeproof case 😩😢"
1,Started watching #InTheClub. I do not miss swigging gaviscon 24/7.
0,Add a dose of #anti inflammatory + #digestionaid to your #HSMSignatureSmoothie with fresh #ginger +… http://t.co/nUijJzqMyk
1,Novo Nordisk Injection Receives Backing from FDA Panel http://t.co/K9BvAxLF7o
1,Influenza Disease and Vaccines - National Vaccine Information Center http://t.co/ZlYSn6raCk
0,I wanna name my first child vyvanse
1,@amy__loux you need '4Head' it's a god send for headaches (Y)
1,I hate the way tums be tasting like EW.
1,I wonder if the milk and honey thing work for heart burn cause Tums ain't shit for me 😐😭
0,My boss just handed me this and told me to drink my vitamins #goofy #surprisinglydelicious #vitaminC… http://t.co/qY3Ux0iFHL
1,@k_jenee try Tums they work for me
1,The ignorance going around about vaccines &amp; Ebola are pissing me off #ReadABook
0,RT @NJAllergyDoctor: Researchers have found about 500 milligrams (mg) of #vitaminC a day can ease #allergy symptoms &amp; just 1C of raw brocco…
1,Mums on the Go - October: Brauer Arnica Cream giveaway | Finding the ME in motherhood | ... - http://t.co/3dX3y0eWQE
1,"@mcnemesiss If you have some bruises, try some @AQRSport, it works a lot faster than most arnica creams against bruises."
1,No Thrush - The 1st DRY formula Thrush treatment!Recommended by KES staff and perfect for wet weather to keep... http://t.co/Z6oF2XJZjP
1,I REALLY hope I get picked to get the free products in the Rogaine Women Program. Wish me luck! http://t.co/LY3Sq72HAc via @expotv
0,@dbear1026 thank you for making me dinner and feeding me some vitamins😘 you da best
0,Punarnava - Boerhavia diffusa | Honey for PCOS | What Is Satva http://t.co/8VEtj9TdXK
1,"Want to know what was in this amazing syrup? Well, one grain (65 mg) of morphine per fluid ounce, ca http://t.co/XnNCJyDNXI"
0,RT @UberFacts: A bag of Skittles contains 50% of your daily recommended vitamin C.
1,@MamfaJane @PaedIQ Can be blamed on vaccs or teething etc but it may be totally unrelated. Who is to say? Any other signs of sickness?
0,"@tttcnumber1 For TTC Prep for 3 months with acupuncture for blood flow to ovaries, protein, Vitamin D &amp; Antioxidants"
1,"I wanna try maderma next tho , is it good ??"
1,@kokomoymca @GraphicsKing209 I'm currently soaking in a hot bath and taking preemptive alieve. My legs are going to hate me tomorrow:
0,Pussy put his ass to sleep now he callin me NyQuil... 😼
1,RT @ArianaGrande: covered in ice packs / arnica. these rehearsals are kicking my ass but i love it. really want to make this show the best …
0,"@quietchelle essential oils for pain are: German Chamomile, Clary Sage, Black Pepper, Ginger, Lavender, Eucalyptus, Peppermint, Rosemary..."
0,I need a Vicks humidifier
1,Has anyone used Copaiba/Clove or Valor for sciatica? PanAway isn't cutting it #youngliving @younglivingeo
0,Vicks saves lifes 👃
1,The Provillus® Hair Re-Growth Treatment targets the hair follicle and contains a clinically proven ingredient to... http://t.co/4bSbCsbuIQ
1,XAN HAD ME LIKE 😂😂😂 | “@juugMan_BLACK Oml I jus found $150 in my pants pocket from like a week ago lol”
0,"Foot, ankle, and an arnica oil back massage tonight—my husband rocks my pregnant socks! 😉 #butreally #imsothankful @dannysherman xoxo"
1,"@Missamanda77 It will get better, I promise. Lansinoh, correct positioning &amp; getting them out to air dry will help! x @TheMrsRaybould"
0,Cialis St http://t.co/NlH3mjFsGv
0,Our daily dose and needs of nutrients and vitamins! 🍶💪 http://t.co/pD6PiKZ41Z http://t.co/viVluyH96d
1,any advice for a newbie pls!!: Opiates started out for me as a must have for pain. ..now they're just a must h... http://t.co/4V9gmc5yXz
1,They fucked up when they prescribed me these percs 😜 thats probably why im feeling so good soon this shit wear off ima be in so much pain 😖
1,i think the retin-a micro was really just too harsh for my skin and actually causing more break outs.
1,"My professor speaking about a kid in my class, ""you're like a lozenge. You soothe me, buddy."" 😂😂😂"
1,Mind blown! This stuff is so delicious and #fertilityfriendly with loads of #maca root. It sustains… https://t.co/SG2Ql7rjNm
1,T5 with Hoodia Real Review – Make Your Diet A Success T5 with Hoodia http://t.co/wCdlUBACnY
1,RT @strollerincity: I’m joining @tameramowrytwo in promising to play more with #BandAidBrand #Neosporin &amp; @KaBOOM! Visit http://t.co/uI5jHh…
1,need of subutex: Will this ever end http://t.co/84VkhPKfyz
0,@Ayo_ObiDontPlay u just need a lil vitamin c lol
1,"I posted 11 photos on Facebook in the album ""Claritin Reditabs Launch"" http://t.co/e6Ugkryb6H"
1,Click here for $1.50 coupon #TeethingDoesntHaveToBite with Infants’ Advil #FreeSample http://t.co/VI0EqdykLO
1,Surely they could make something that tastes half decent for heartburn gaviscon is the worst!! I'm going to have one hairy princess
0,"@LoganGoodner7 diamond butter, cheese axe, porcelain porcupine, Steele lozenge, ice banana, dragon berries."
0,"BUMS &amp; TUMS AT HOME!Target your butt &amp; abs with these 4 combo exercises. Tone up, burn up, have fun!@lornajanehofUK http://t.co/Bi7CvxOzet"
1,How To Make An Excellent Homemade Natural Decongestant and Expectorant http://t.co/joe7v19BbC
0,"Hi @LRatapana. Yep, still going (10 yrs this year!). We're at Christ Church on Lillian Grove. Bums, Tums and Wobbly Bits tomorrow at 6:30!"
1,@shelbsss22 use the baby aveno eczema cream. I use it on King lol
0,"RT @netflix: Oh Mylanta, it's really happening! http://t.co/mD7qayaE44"
1,@_Reeeese use maderma
1,RT @LenGotGame: 😈 RT @JLaCocaina: RT @morgzz23: I JUST TOOK A PISS AND I SEEN CODEINE COMING OUT https://t.co/mEGllBVR1J
1,🌿🌿 Today's post is all about arnica http://t.co/cFNZR4yM74 #bbloggers #mummybloggers 🌿🌿
1,If my Neosporin expired 02/2012 will it still work Y/N?
1,i just took a piss and I seen codeine coming out . 🎶
1,The doctor just prescribed me with some lean 😀
0,RT @Advil: me as soon as the clock strikes 12 on October 1st http://t.co/GVwgO3StCU
1,"RT @jasonkotenko: My idea for a solution to the ""Daraprim Problem"" (price gouging in the generic drug market): http://t.co/2DNTwS1OJI"
0,"I heard my mom come in the backround saying ""it's ok, ponle Vicks"" 😒"
0,@4eyezNDspam haha ugh so true. The struggle of finding a Nina for my baby. Ambien better not slobber on my baby! But thank you😊
1,RT @ladygaga: I'm too excited I need an inhaler and sedative drip🎈🔫 #AHSHotel @MrRPMurphy
0,Hello animated clone wars borrowing heavily from Retin of the Jedi script.
1,#rx #drugs Tramadol HCL Safety And Potency Past Expiration Date http://t.co/7KXi6jTp8E
1,@_karinavitela take tum tums
1,RT @PCRMedicine: It's recommended that women #ttc start taking folic acid 2 to 3 months prior to #conception. https://t.co/Qm7z1zAkj8 #PCRM
1,Did you know a solution of cocaine is actually the best thing to prevent facial scarring and also for pain relief?
1,@2KelAMockingbrd clove is an analgesic - use essential oil for toothaches or bug bites and it works so well! It does make me drool tho...
0,What should I know about #sodium nitrate before taking it? - Nutritive Agent - Sharecare https://t.co/8VP3v6AXFI
0,"Additional intake of specific nutrients during pregnancy such as folic acid, Vitamin C, calcium and iron."
1,"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""Now also available in... https://t.co/EvXWnjWkVj"
1,If you deal with chronic pain you should read this;https://t.co/35afuPjYVZArnica and Hemp... https://t.co/YjkgWPeTqw
1,"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609#arnica... https://t.co/yLWlw2MHSd"
1,"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609... https://t.co/HzP1UXKzaU"
0,"Delicious chia pudding this morning. I added cinnamon, cardamom, turmeric for a dose of natural anti… https://t.co/9fsidl0ucL"
1,"On this thanksgiving, I am thankful for morphine. The hospital provides"
0,"Heal Thyself First Aid! #GIFT ideas - Lotions + Oils - Traumeel Homeopathic Ointment, Bach Rescue Remedy Spray,... https://t.co/R7sOysF7Hm"
1,"@doingababy bloody hell, I had wondered why people keep telling me arnica is great for bruising..?! Xx"
0,@ChadJones_ tylenol
1,"@pharmacists really wish we could make a better tasting barium sulfate vanilla, berry, and banana are not cutting it #mondaymotivation"
0,RT @XANAXDREAMS: she dresses like xanax but fucks like adderall
1,@nscottg B complex vitamins can help with energy and supposedly metabolism. I didn't help me weight wise but it did improve my energy
1,"Alexis asks ""Has anybody had adderall to help them stay awake?"""
0,Lots of riboflavin. 😂
1,@simon3862 @HEYDUGGEE it worked better than calpol for the baby's teething pain! A-woof!
1,Write a recommendation for Ricola® Revitalizing herb drops! #WakeUpYourMouth #swissherbs #sponsored https://t.co/zHvIwJOVF3
1,Peanut update: They took Nate off sedation yesterday and off the ventilator today. He is awake but sleepy. Baby steps make a big difference💙
1,NEW POST! Solving #hair thinning issues with @NioxinProducts Diaboost - the hair booster!https://t.co/JgmhBxFH13 https://t.co/KXXqRwtSJU
0,@joshxoldfield @zacxmahrouche WOW SOMEONE GET ME SOME ALOE VERA
0,"RT @seroquel: i hate when i am having a bad day and everyone takes it personally, like no i hate myself, not you"
0,@joeIezra omg its the lil line of hair going down people's tums its The Best
0,@PatOu_1995 @Advil I just followed him 👌😎😍
1,Anyone at @c2e2 have some Afrin? Have to do @NPRAskMeAnother show at 7:30pm and suffering. Help a host out!
1,Get better and stronger hair by supplementing in #vitaminD and #vitaminB12! (via @PulseNigeria247) https://t.co/2vnbHmXeK2
0,@HighBoyAG drink hella water and make sure you're giving out that vitamin D!
0,"RT @Advil: a drunk white dude just came up to me and says ""you know who you look like????? do you know zayn??? you look like zayn. """
0,Getting enough #VitaminD is essential whilst you are pregnant for the baby’s skeletal growth (via @DailyMirror) https://t.co/dD5Akr8xjd
1,@laureningram do you use arnica ointment on bruises? I find it heals them very quickly.
1,@jrdnmps @SlavojPeezek I've typed bisphosphonate liposomal at least 100 times this week and it pissed off a lot of my coworkers *flips hair*
1,RT @NiggaCommentary: THEY GAVE THE BIRDS LAXATIVES LMAO😂😂https://t.co/4CMdmOcXlo
0,RT @D_Waller18: Frank Ocean x Novacane will forever be a classic
1,RT @katrinderPR: .@BetterYou_Ltd #vitaminD oral spray could help heart health https://t.co/DVfMFXUukV
0,They hooked on that vitamin D 😂😂😂😂😂😂😂😂😂😂😂👀 https://t.co/TYI1DVB8EL
1,Went to the hospital &amp; they prescribed me so many perks💊
0,RT @Advil: why this looks like ted cruz in drag https://t.co/tHbKLwr134
1,Ready... Can't wait for my baby to come home 😩😩😩 #prayers #TLC #comfortfood #arnica #kisses https://t.co/dEHYro49VG
1,@The_Ashanka I would accept that!  Two hours and nothing.  Gonna take some advil and hope that does something.
1,What’s your go-to Ricola® drop when allergy symptoms hold you back? #swissherbs #sponsored https://t.co/17ZlwfhXop
0,"With sandalwood working as an antiseptic, astringent, and softening agent; tumeric working as an… https://t.co/BA8d8lBRZz"
1,@ReaverBait At 24wks &amp; younger it is standard medical practice in US to abort via D&amp;E. At 25wks+ they use digoxin followed by still birth.
1,Reduce wrinkles and repair sun damaged skin without the harsh side effects of a retinoid prescription product &gt; https://t.co/dcIZjfWqxN
1,Anyone have any recommendations for pain relief when having a kidney infection? Seeing as your not actually allowed to take painkillers
0,Aloe Vera is my best friend rn
1,"Final bits...arnica, popcorn, coconut water, lavender, essential oil burner, clary sage, massage oil, affirmations.… https://t.co/UfRJcmytoR"
0,I need some aloe my legs &amp; belly are on fire !!!😩
0,ok aloe is my best friend
1,Wondered why my eyebrows were growing so fast in between threadings &amp; realized my hair has too 😳 thanks biotin!!
0,Got our Vicks humidifier on to help the both of us with our stuffy and runny nose.
0,RT @donut_likeyou: novacane babyyy
1,I wanna pour a bottle of peroxide in both of my eyes
1,29 Surprising Uses For Hydrogen Peroxide #TheAltDaily https://t.co/fdwsd5XoMw
0,"Tristan says ""That ""olay gel"" stuff makes your sunburn feel better."" He was talking about Aloe Vera Gel 😂😂"
0,Just remembered Sunday morning  I sang novacane in the car with the top down at the top of my lungs drunk &amp; high af 😂
0,@chelsbaae Melaluca oil!!! lol mines was completely gone in two days 👏🏼
1,RT @ashley_worceste: So thankful @SunflowerKenz brought me Magnesium oil today &amp; saved my life. 🌻💕
0,Most of what you’ve read about vitamin D isn’t true. #vitaminD https://t.co/e1uwXhnhkC https://t.co/S6pklotQQD
1,"Idk y my bf keeps pissing me off, I take out food for him every single day I can easily slip some laxatives in there nothing too serious"
1,Arnica is MAGICAL
1,@OhEmmeG this is me with no maca root
0,"RT @macaronikid: Like 5x more vitamin D, more than double the Omega 3 and 10x more Vitamin E! #ebeggs"
0,TyLan is really the highlight of my life 😭💙
1,"Don't forget to enter the Lasinoh competition, there are some lovely prizes including our Rainbow Muslins. https://t.co/jUv1C5UTtC"
1,RT @LooperAbby: When you never can get the red flintstone out the bottle
1,@JoeyTiley @1059thex Is that anything like Rogaine?
1,"I'm due for a drug increase &amp; recurrent future miscarriages would likely be caused by this, especially if my shrink puts me on Invega"
1,RT @SimplySupps: Nearly time for the kids to go #BackToSchool! This #winitwednesday just RT &amp; FLW to win our kids chewable multivits! https…
0,"RT @maya_dancer: #IGetDepressedWhen my serotonin and dopamine levels are out of whack. Not witty, just true."
1,@alexismparks that's good!! No drugs (yet?)? Like pitocin or anything for pain yet?
0,Hopefully this Dermalogica toner will help with my acne😩
0,Ricola is going to help me grow some herbs &amp; use them everyday! #RicolaCrowd #sponsored https://t.co/rfkQ7hKrr8
1,Soooo legs bums and tums was my first bit of exercise since I can remember and it's fair to say I am EXTREMELY unfit 🐳
1,"Advil , food , and church is the move right now . 😂🤘🏾"
1,@sophiecl8 I don't have your number so a twitter convo it is.  How are you feeling?  Ice/ibuprofen last night?
0,@jhezser @mszahorik ashwaganda is an herb made from a root. The other is an amino acid. Sold in health/vitamin shops.
0,RT @Advil: with brad pitt and angelina jolie divorcing the last power couple remaining is… mr. salt and mrs. pepper. god bless. https://t.c…
0,Mystery solved: Melatonin makes these fish sing at night https://t.co/IgVzniROum
0,Funny some people are Saying Opana is bigger than Johnny... Lol
1,RT @jergarl: Ambien: Where is your unicorn?Me: I don't have a unicorn.A: You better get naked and go into that Arby's and look for it a…
1,@JAtencio92 be bald or use rogaine... hahahahaha
1,@JM_Underwood I once went to a group and someone refused to take doctor prescribed gaviscon because she didn't know the syn value.
0,RT @torilately21: Frank's Novacane still hits for me.
0,Lyrica Sr. shop at Citi Trends. I'm convinced. #LHHH #WAISTTRAINERGATE2016
1,"Baby girl just drank almost a whole bottle &amp; is knocked out. Pain meds are kicking in, so hopefully this momma can finally get some sleep."
0,@hausofdow where do I get clove oil lol!
1,rheumatoid arthritis pain relief natural: Essential Oil Blend for Pain Relief (50 mL) https://t.co/Kr6P33omMW https://t.co/8grZm7Yg3C
0,Bring some Eucerine cream too https://t.co/aBzniW3tG1
1,"RT @TRYVNS: ""use my dick as a throat lozenge"" hours."
0,RT @juliocesar_314: Y'all but today a white girl said we shouldn't be judged by our melatonin (instead of melanin) like girl what I'm both…
0,😷 nope I can't do all these pills the dr prescribed me . I'm hellllla nauseous . I'm just gonna try to get my iron up the natural way
0,Y'all that girl said the melatonin in your skin.... I'm dead af
0,@TOLYATHAT vitamin c now
1,"Answered: ""Is it safe to take a digestive enzyme with CKD?"" #HealthTap https://t.co/Qd6dTHJl97"
0,@CazBlue2@Tweetinggoddess A good Massage will help greatly.Melatonin the bodies sleep hormone will kick in #5minutebreakouts#womensinspire
1,RT @NoiseyMusic: Shit... The xx have released a 55 second long song that sounds like Valium feelshttps://t.co/htviVl9xBm https://t.co/pLzT…
1,REDUCE wrinkles and repair sun damaged skin without the harsh side effects of a retinoid prescription product &gt; https://t.co/dcIZjge1Wn
1,"Akarkarabha Anacyclus pyrethrum Uses, Research, Side Effects https://t.co/quiPoVDibg https://t.co/FzNSQM75s2"
0,RT @Advil: it's ok i miss 1D too man  https://t.co/D7lkc13Oc3
0,Dear Mr Diazepam thank you so much!
0,"Clove is a fantastic oil, antibacterial properties help sooth you when you're not feeling the… https://t.co/mtySZgeZRB"
0,@hanhertz @BryVenegas @paige_murphey she said I'm a dose of birth control??
0,RT @RickyRohn: Your room looks like Xanax  https://t.co/6DhK3mqKV4
1,@BloodClotStudy @FDAMedWatch @BayerPharma @Drug_watch 3rd &amp; 4th generation progestins have 2-3 fold greater clot risk than 1st/2nd gen
0,Lozenge of Arabia  #PutFluInAFilm
1,FDA Alert: Products Containing Belladonna Extract by Raritan Pharmaceuticals: Recall - Possible Belladonna Alkaloids https://t.co/U4lLS6Ljln
0,Pussy put his ass to sleep now he calling me NyQuil 😴
0,RT @Advil: every time this gif loops you’ll notice a different white people thing https://t.co/LkLMHOqeIe
0,Can #kids get too much #VitaminD? Yes! Here are 6 signs to look for! @LoyolaHealth #30Seconds #vitamins https://t.co/RbClNwyYUK
0,"RT @DMHerbs: Good herbal sources of Iron include: Yellow Dock Root, Dandelion Root, Butdock Root, Moringa Leaf, Alfalfa Leaf, and Devil's C…"
1,"I'm definitely gonna have to take some norcos to deal with this, but at least I'll be fed"
1,"From a fan Hi, can you post anon for me please??My 4 year old has been prescribed suppositories for pain... https://t.co/ATqC3okT6V"
1,RT @Bbeautybits: Quit today with @nicorette @NicoDermCQ #WhatsYourWhy trusted guide to help become smoke free! https://t.co/wtFwGDKq3I #spon
0,@kkrissyface JUST RUB PEPPERMINT OIL ON THEM. THEY'LL BE FINE.
1,Watching @divorcecourt @RealJudgeLynn must have to take all kinds of tylenol after those shows. Whew! #divorcecourt
0,2 experts help answer one of winter's biggest questions: will Vitamin C cure your cold? https://t.co/DnugTQ9Sxy
0,"Me: ""Rain drop""Lyza ""drop top... smoke cookie..."" 😳😳😳 who's daughter??"
0,@KeithMinge I took a dose of night nurse so this will help the medicine go down
0,Walk Tall With Bioten by @PavlinaOrnik https://t.co/cbfYe88Wla #Lifestyle
1,@pedialyte is the #shiznit 🥃🍸🍸
1,RT @JaszVegas: I have felt so much more alive since using my @BetterYou_Ltd #vitaminD spray! It's a godsend 💖 https://t.co/7xgnMfkUwi
1,@butylchloride it's never been this bad that's what's killing me 😂😂 I'm borrowing my friends melatonin tonigjt this is ridiculous
0,"#prnewswire  Transdermal Drug Delivery Market Growth at 11.6%, 2016-2025: Technology, https://t.co/59oEIKcfXL"
0,#Healing Dherbs Offers Quality Herbal Supplements and Remedies to Aid the Body's Natural… https://t.co/LTcyWkbcz6 via #hng #herbs #news
1,Sometime i put vicks on my nose just bc ilove the smell 🤷🏽‍♀️
0,"RT @drsambunting: AHAs, azelaic acid + niacinamide all help. Plus physical sunscreen. https://t.co/20NGKaFlZY"
1,Beauty Hack: HPA Lanolin Nipple Cream (used as a lip balm) https://t.co/qfeT5Jf3ZD #ontheblog
0,RT @Advil: .@BarackObama bro are u seein this shit
1,"RT @caldwellwilldo: -""Water is nasty.""-""I only drink Henny.""-""I'll sleep when I'm dead.""-Not moisturizing-Molly, Actavis, and whatever…"
0,RT @sarkodie: Yes !!! Follow up after Painkiller soon on there !!!! And more  https://t.co/CWFC9kla22
1,@jim68my You got any rogaine you can get your hands on? #pissant
0,RT @jyoungwhite: one lustful day i'm gonna have sex to frank ocean novacane on repeat
0,@_mr_Levitt @SoCalHarleyGirl oxycodon......hehe he sparkles
1,"RT @VinayPrasad82: NO NO NO!!STATINS DID NOT WORK IN SCL CANCERHOW COULD THIS BE!?!https://t.co/0v1E9e9PdqCould statins, vit d, metform…"
1,"@diorlipgloss i heard u gotta put on the ordinary retinoid, wait 30 mins and then put on the azelaic acid and i did it and 👌🏽👌🏽👌🏽👌🏽👌🏽👌🏽👌🏽👌🏽"
0,RT @Abdullah_Najeeb: Karachi kings need sensodyne right now for pain. #KitnaRolaDaalayGa
1,That 12am me who had 2 no doz and 2 vodka red bulls to stay awake at the after party.... I hate that me.... I really hate that me
0,RT @nutrition_facts: Green tea is so anti-inflammatory it can be used for pain control as a mouthwash after wisdom tooth surgery.  https://…
1,"""Muhammad earlier worked for GW Pharma $GWPH, which pioneered a cannabinoid-based treatment for certain severe epilepsy syndromes"" $IMLFF https://t.co/0eXECiaCaJ"
0,RT @angelcake501: I got my dose of vitamin C for today😍 https://t.co/SqDGg5DnQ1
0,I need a home remedy for sinus infection. I drank lactaid left over from my cereal last week and been fucked up ever since...
1,"@ChantelJeffries pls answer me i have terrible dark circles, the arnica gel really works??"
1,5 Amazing Ways To Use Arnica https://t.co/Aq3gH1PyKy by @BrauerAus #arnica https://t.co/hrPLLFJbrt
0,RT @catchdini: Future themed drag performer named Molly Percocet
1,@LovelyTricee my ob prescribed me iron pills but its not mandatory to take she says.But i feelin been so tired lately so i gotta force em 😭
0,Tomorrow's Lozenge or whatever her name is looks like her face is on upside down. https://t.co/kkQ2IwG4kl
0,@MomItForward That's where I am at right now too! Folic Acid is a must when pregnant. #gno #AvoHappiness
0,RT @PreguntaMama: A2. Folic acid helps you recover more quickly from any illness  #AvoHappiness  #gno
0,The Xanax Wives Club #DrugMovies @midnight
0,"@RavenOfWroclaw &amp; ate a pot lozenge on Thanksgiving. One of my senators is a Newly Woke Dad™, he was at the Women's March w/ his daughter."
1,"@JackAndAHat That is true. It's the huffs and hard stares when the poor mite is crying from gas get me, like you guys can use tums, he can't"
1,@astrobiowitch Retinol is the only topical treatment clinically shown to reduce wrinkles &amp; build collagen
0,"RT @Ninzlo: Painkillers 45 mins before appointment, aloe Vera gel to rub down after and no waxing close to cycle due date https://t.co/LqP0…"
0,RT @Teylore: Wow RT @Advil: GUESS WHAT TOMORROWS DATE IS Y'ALL. https://t.co/G4pP3gBNLY
0,@Purodil A) aloe Vera B) Neem C) clove #ThursdayThoughts
0,"RT @geekpharm: An antimicrobial seminar, so to speak, via tweet thread. Fascinating stuff https://t.co/LwMIENSJEQ"
0,@Purodil 1) ALOEVERA2) NEEM3) CLOVE#Ayurvedic #Herbs #ThursdayThoughts
1,RT @Wolv_RN: me: documents propofol administration meditech: ✅ me: documents bacitracinmeditech: WHAT DOSAGE? WHAT TYPE? WHAT BODY PA…
1,"DHA Shows No Benefit, Possible Harm, in PreemiesEnteral DHA supplementation at a dose of 60 mg per kilogram per... https://t.co/9k5ddwzfgv"
0,RT @SLIMMZILLA772: 4th fruit roll up and i can feel the vitamins kicking in...
0,RT @cici_baaby: #mask off challenge Molly Percocet 😅😝 https://t.co/pJqqCRgVRk
1,omg no puede ser my asthma is back at regular tedious force. I have to go backon beclomethasone
1,@not4thechildren Get u some afrin. Life changing
0,@SarahInMKE I take a shot of an elderberry syrup daily. I swear by it But I think stores have elderberry in vitamin form. Hella vitaminC too
0,RT @Advil: Our planet from above. Satellites provide such a beautiful perspective. Earth is art. 🌏 https://t.co/XMuwHmAeVA
1,This is awesome! #SeeHeartburnDifferently with NEW Nexium 24HR ClearMinis and enter to win 1 of 3 getaways! #ad https://t.co/SCDujkfTjV
1,Joe Ingles is doing the half time show right now.  Isn't he supposed to be in the locker room applying some Rogaine? 🤔 https://t.co/cCDPPLErsv
0,@scarfacelaws @morgy85 Their acids and niacinimide intrigue me
0,Wanna know how Spanish I am? Lmfao. I just tried to spell Vix instead of Vicks 😭
0,RT @Advil: @ESPNAssignDesk after the witch hunt ESPN led against tom brady? absolutely the fuck not. in fact block me right now. go fuck yo…
1,"That Dragonfly Stuff, all natural arnica products , Helping people live pain freeHealing power of nature is... https://t.co/8esNE5Ajw8"
0,RT @meganamram: Just took a Plan C pill (cyanide)
1,retin a is already making me break out :( I feel so ugly but I'm trying to be patient because eventually it clears up your skin
1,"People love shaming girls for using summer's eve, vagisil, fds, and lemisol. Especially other girls, it's mad wack."
1,"[https://t.co/N9JIaTQpu4] Tad Cummins Ordered Cialis While on the Run With Teen, Criminal Complaint… https://t.co/MCg1AgpU8K"
0,RT @beboldbrands: Are you willing to fight for our people who are ostracized and ridiculed for who they are? #Vicks #touchofcare #truestory…
0,@ssvb_ anytime you itch put vitamin e oil. Then some African Shea butter
1,"why is it I can easily teach a class but the minute the mindset is “public speaking,” I have a panic attack (that I can’t cure with Xanax!)"
1,Now available wholesaleArnica and Hemp seed oil combined create a powerhouse for pain relief; and these are just... https://t.co/GuCmSES6cY
1,ya i think im gonna take the concerta i have left and spend today painting doors and maybe cleaning
1,@threadnz I've accidentally done one on myself before by too-enthusiastic application of retinol - my sympathies.
1,KNEE PAIN DOCTOR SYNVISC ARTHRITIS RELIEF TREATMENT ELMWOOD PARK GARFIELD LODI ... - VIDEO-&gt; https://t.co/deS2Ru5KqF #ArthritisRemedies https://t.co/9zhm2GCsHb
1,RT @PaxHart: Narcan-Resistant Heroin Hits United States https://t.co/axC9xJ4Vj1
1,Camphor/Mustard seed oil for pain Rheumatoid Arthritis - VIDEO-&gt; https://t.co/n4DshYjiQb #ArthritisRemedies https://t.co/dKRFojBcTr
1,Slept through my alarm for pain medicine and I've never regretted anything more in my life
0,@afromermaidblog @Callmesaina1 Aloe vera gel has done wonders for me
